 isotope, frequency, intensity, einstein_a, air_halfwidth, self_halfwidth, lower_energy, t_exponent, p_shift
4,12026.1739,4.19E-29,0.0008391,0.0903,0.423,303.9948,0,0
1,12026.192,1.52E-25,0.002585,0.0778,0.468,503.9681,0.48,-0.017166
3,12026.227,2.76E-27,0.07691,0.092,0.439,275.1305,0.75,-0.014236
3,12026.2962,2.61E-28,0.00912,0.0888,0.429,415.128,0.51,-0.021002
1,12026.3251,1.66E-26,0.0001727,0.1011,0.244,206.3014,0.71,-0.017063
4,12026.4362,2.65E-29,0.0003329,0.095,0.471,46.1731,0,0
4,12026.8031,2.87E-29,0.0002802,0.09,0.445,156.3822,0,0
4,12026.8536,7.47E-29,0.0006497,0.0961,0.494,91.3302,0,0
1,12027.0709,6.14E-27,0.003019,0.0716,0.3,1477.2976,0.3,-0.025597
4,12027.155,7.32E-29,0.0008187,0.094,0.49,91.3302,0,0
1,12027.556,2.20E-24,0.03021,0.0731,0.114,610.3412,0.55,-0.020499
1,12027.5588,5.27E-24,0.08451,0.0946,0.4,416.2087,0.55,-0.016921
1,12027.7508,8.66E-25,0.03564,0.071,0.356,610.1145,0.53,-0.023551
1,12027.8725,1.52E-24,0.005224,0.0916,0.496,325.3479,0.5,-0.017927
4,12028.282,5.95E-29,0.0005811,0.091,0.456,156.3822,0,0
2,12028.2839,7.81E-26,0.1054,0.0951,0.442,223.8285,0.65,-0.018242
1,12028.4639,5.08E-27,0.001414,0.0843,0.3,1360.2355,0.66,-0.025607
1,12028.6325,6.15E-27,1.73E-05,0.0918,0.3,325.3479,0.75,-0.0109
4,12028.9849,2.44E-27,0.0292,0.0917,0.45,157.0647,0,0
4,12029.0762,8.98E-29,0.00104,0.093,0.451,150.1562,0,0
1,12029.1986,4.57E-25,0.005244,0.0871,0.432,648.9788,0.61,-0.019686
4,12029.7331,3.71E-29,0.0006084,0.0895,0.42,221.8361,0,0
1,12029.7526,3.70E-26,0.002162,0.0854,0.4,757.7802,0.69,-0.018206
1,12029.7692,6.36E-27,0.00175,0.0888,0.3,1131.7758,0.64,-0.018287
1,12030.1089,4.31E-25,0.002503,0.0847,0.445,508.8121,0.77,-0.027
1,12030.2072,1.62E-25,0.001821,0.087,0.439,610.3412,0.65,-0.01405
1,12030.3402,5.47E-26,0.002146,0.0882,0.45,931.2372,0.69,-0.015984
4,12030.774,3.92E-27,0.03831,0.09,0.445,156.3822,0,0
1,12030.909,1.61E-25,0.001221,0.0802,0.261,488.1077,0.61,-0.018182
4,12031.8986,5.27E-29,0.00126,0.0811,0.37,404.4456,0,0
3,12032.1908,3.07E-28,0.01558,0.0848,0.48,781.3773,0.57,-0.017651
1,12032.1933,5.27E-26,0.0012,0.0771,0.446,488.1342,0.68,-0.034109
1,12032.2991,3.00E-25,0.00617,0.0833,0.667,542.9058,0.51,-0.020811
1,12032.525,7.59E-26,0.001527,0.0916,0.516,503.9681,0.68,-0.015606
4,12032.5376,1.24E-28,0.001672,0.092,0.426,221.9461,0,0
1,12032.9833,2.36E-26,0.0007675,0.0888,0.4,602.7735,0.71,-0.017988
4,12033.2786,1.33E-27,0.0255,0.0832,0.382,295.4873,0,0
3,12033.3106,7.82E-28,0.03667,0.088,0.429,382.176,0.67,-0.01362
1,12033.8583,6.26E-25,0.003088,0.0963,0.614,399.4575,0.66,-0.00955
4,12033.9356,9.78E-28,0.009621,0.0948,0.471,116.4613,0,0
1,12034.0237,7.50E-27,0.02065,0.0448,0.3,1874.9731,0.45,-0.032668
1,12034.0966,1.87E-26,0.3109,0.1037,0.444,1618.5571,0.73,-0.012208
3,12034.2287,2.11E-28,0.002546,0.0822,0.514,380.8059,0.59,-0.020375
4,12034.3859,3.44E-28,0.006622,0.0819,0.36,295.6775,0,0
3,12034.456,2.47E-27,0.0384,0.0832,0.439,380.8059,0.62,-0.015887
4,12034.5059,3.83E-27,0.03636,0.0918,0.466,150.1562,0,0
4,12034.5059,1.21E-27,0.02334,0.0832,0.42,295.6775,0,0
1,12034.5112,6.91E-27,0,0.07,0.444,-1,0.5,0
1,12034.6383,2.62E-26,0.0002861,0.0952,0.3,285.2193,0.72,-0.023569
4,12034.76,2.74E-27,0.02695,0.0948,0.471,116.4613,0,0
4,12035.1264,3.44E-29,0.0006552,0.0865,0.403,293.6365,0,0
1,12035.1404,9.52E-26,0.0002269,0.1054,0.509,23.7944,0.77,-0.004378
3,12035.1622,6.34E-27,0.06637,0.0891,0.401,299.4389,0.63,-0.016391
1,12035.2281,1.28E-26,0.0002437,0.0904,0.3,782.4099,0.61,-0.020612
1,12035.5675,2.47E-25,0.001122,0.0932,0.45,382.5169,0.72,-0.017519
3,12036.071,3.22E-28,0.006933,0.0953,0.403,221.6208,0.65,-0.014381
4,12036.3362,4.50E-29,0.01568,0.052,0.242,981.128,0,0
4,12036.3362,4.50E-29,0.01568,0.053,0.25,981.128,0,0
4,12036.6235,9.01E-29,0.0036,0.0748,0.358,480.2427,0,0
1,12036.6259,1.66E-26,0.002884,0.039,0.3,1080.3855,-0.04,-0.02256
2,12036.6592,6.08E-26,0.08978,0.0968,0.466,172.8829,0.73,-0.013181
4,12036.92,3.81E-29,0.0009578,0.0851,0.38,384.8756,0,0
4,12036.92,7.69E-29,0.00307,0.0746,0.37,480.2589,0,0
4,12037.0071,6.20E-29,0.0005878,0.0926,0.431,150.1562,0,0
4,12037.4423,2.65E-27,0.03479,0.0886,0.432,217.0419,0,0
1,12037.5149,2.65E-23,0.09123,0.0905,0.452,325.3479,0.58,-0.020005
1,12037.6011,1.01E-25,0.001248,0.1076,0.4,136.1639,0.76,-0.025675
4,12038.1884,4.86E-28,0.0194,0.0748,0.358,480.2427,0,0
4,12038.3837,4.54E-28,0.01812,0.0746,0.37,480.2589,0,0
1,12038.6572,9.05E-24,0.09407,0.0891,0.421,326.6255,0.52,-0.018341
4,12038.979,1.91E-28,0.02014,0.0624,0.29,709.1678,0,0
4,12038.979,1.91E-28,0.02014,0.0624,0.29,709.1666,0,0
4,12039.4339,3.40E-29,0.0003941,0.087,0.388,225.8649,0,0
1,12039.4437,2.56E-26,0.02387,0.0466,0.3,1631.3832,0.13,-0.019042
4,12039.6149,2.15E-29,0.0007824,0.0829,0.35,490.4274,0,0
1,12039.6998,1.08E-26,4.95E-05,0.1026,0.3,37.1371,0.79,-0.01073
2,12039.9662,2.76E-26,0.04903,0.0948,0.466,210.7992,0.74,-0.014351
4,12040.1105,7.32E-29,0.0008633,0.1003,0.465,32.4964,0,0
1,12040.2754,1.17E-25,0.001446,0.1013,0.726,136.1639,0.72,-0.017498
4,12040.7524,3.36E-27,0.03899,0.0856,0.42,225.8649,0,0
1,12041.012,1.45E-25,0.002921,0.0925,0.483,503.9681,0.54,-0.023179
1,12041.6953,1.22E-25,0.002052,0.0817,0.416,782.4099,0.63,-0.013233
1,12041.9467,3.20E-26,0.0001721,0.1002,0.5,70.0908,0.79,-0.008186
3,12042.0556,3.60E-27,0.07758,0.1022,0.439,221.6208,0.7,-0.017617
1,12042.186,6.51E-27,0.001207,0.0909,0.3,1050.1577,0.71,-0.022226
4,12042.3218,2.27E-29,0.0005451,0.0819,0.355,404.4456,0,0
1,12042.4867,3.97E-26,0.002287,0.0434,0.3,1079.0797,-0.09,-0.021261
1,12043.2334,9.42E-26,0.000939,0.0802,0.5,648.9788,0.55,-0.022663
4,12043.364,3.46E-27,0.0394,0.0864,0.432,221.9461,0,0
3,12043.5447,5.92E-28,0.0064,0.0951,0.423,398.8794,0.62,-0.01502
4,12043.616,6.54E-29,0.001559,0.08,0.378,403.1615,0,0
1,12043.9878,2.21E-26,0.02376,0.0472,0.3,1411.642,0.11,-0.024142
1,12043.9995,6.59E-26,0.02361,0.0551,0.3,1411.6116,0.12,-0.015364
1,12044.1572,5.34E-25,0.007026,0.0888,0.42,416.2087,0.51,-0.021002
1,12044.225,5.77E-24,0.07322,0.095,0.309,315.7795,0.76,-0.014235
3,12044.3232,1.20E-26,0.08719,0.0951,0.442,224.3042,0.65,-0.018242
1,12044.3606,9.03E-24,0.09421,0.092,0.449,275.497,0.75,-0.014236
2,12044.6047,1.12E-26,0.058,0.1023,0.466,204.7559,0.68,-0.01426
3,12044.7297,8.19E-28,0.006676,0.0894,0.395,299.4389,0.64,-0.017165
1,12044.7535,5.07E-26,0.008696,0.088,0.3,1282.9193,0.56,-0.018714
1,12044.952,2.08E-25,0.0005655,0.0934,0.36,224.8384,0.69,-0.012479
1,12045.0506,7.92E-26,0.001005,0.0903,0.4,315.7795,0.76,-0.007692
1,12045.6005,1.10E-26,2.33E-05,0.0926,0.3,224.8384,0.69,-0.005274
2,12046.0347,2.83E-26,0.03504,0.097,0.466,136.3366,0.75,-0.015473
1,12046.3939,2.03E-25,0.002025,0.0761,0.468,648.9788,0.41,-0.017498
1,12046.6975,1.65E-25,0.0006763,0.1017,0.315,134.9016,0.68,-0.014805
4,12046.9325,2.44E-27,0.03284,0.0908,0.452,221.8361,0,0
1,12047.3389,2.12E-26,0.0006246,0.0871,0.35,842.3567,0.75,-0.015784
1,12047.7066,2.54E-25,0.03992,0.0453,0.266,1216.1947,0.13,-0.020439
4,12048.049,3.14E-28,0.003496,0.0921,0.47,182.9835,0,0
4,12048.1267,1.20E-27,0.02853,0.0816,0.397,373.6659,0,0
2,12048.3385,3.67E-26,0.04546,0.0992,0.402,136.3366,0.73,-0.019581
1,12048.6003,1.70E-26,6.88E-05,0.0929,0.3,399.4575,0.63,-0.019034
1,12048.6366,1.15E-26,0.07266,0.0952,0.3,1819.3351,0.74,-0.016239
1,12049.1115,6.38E-27,0.0001405,0.0912,0.3,782.4099,0.62,-0.009999
4,12049.4661,3.10E-27,0.03457,0.0921,0.47,182.9835,0,0
1,12049.8414,2.53E-26,0.00378,0.0353,0.3,1293.6342,-0.14,-0.025809
4,12049.8501,2.64E-27,0.03983,0.0801,0.382,308.6157,0,0
4,12050.2211,2.13E-27,0.03439,0.0855,0.42,293.6365,0,0
1,12050.4365,6.12E-27,0.002735,0.0328,0.3,1293.0183,-0.21,-0.027608
4,12050.4931,3.51E-29,0.001255,0.066,0.322,512.5158,0,0
1,12050.6301,6.56E-25,0.0518,0.0437,0.267,1045.0581,0.19,-0.018281
1,12050.7989,3.86E-25,0.001758,0.0822,0.514,382.5169,0.59,-0.020375
1,12051.1656,5.30E-25,0.01012,0.0848,0.48,782.4099,0.57,-0.017651
4,12051.2553,1.19E-27,0.02851,0.0829,0.405,374.41,0,0
2,12051.356,1.91E-26,0.07284,0.0998,0.466,141.568,0.75,-0.016539
4,12051.4964,2.62E-27,0.03901,0.0804,0.39,306.3148,0,0
1,12051.7119,2.44E-24,0.04316,0.088,0.429,383.8425,0.67,-0.01362
1,12051.8698,7.86E-26,0.002502,0.0852,0.35,661.5489,0.76,-0.013045
1,12051.8923,3.33E-26,0.206,0.104,0.3,1640.5059,0.7,-0.017808
4,12052.107,9.94E-29,0.00544,0.0761,0.349,573.8908,0,0
1,12052.1528,1.60E-26,0.09406,0.0317,0.3,2009.8052,0.49,-0.014925
4,12052.3,4.23E-29,0.0004199,0.0989,0.431,66.1845,0,0
4,12052.3,1.40E-29,0.00033,0.0803,0.343,295.6775,0,0
1,12052.4906,7.53E-27,0.0004266,0.0815,0.3,1006.1161,0.45,-0.008968
1,12052.6754,1.56E-26,9.97E-05,0.1018,0.444,0,0.81,-0.007264
3,12052.8172,2.80E-26,0.2226,0.0968,0.466,173.1101,0.73,-0.013181
1,12052.8182,7.53E-24,0.04412,0.0832,0.381,382.5169,0.62,-0.015887
4,12053.1197,1.81E-28,0.009892,0.0739,0.375,573.9706,0,0
1,12053.1411,8.94E-25,0.007204,0.0953,0.403,222.0527,0.65,-0.014381
1,12053.3691,1.92E-23,0.07546,0.0891,0.401,300.3623,0.63,-0.016391
1,12053.6182,9.99E-27,2.50E-05,0.0875,0.3,300.3623,0.73,-0.010751
4,12053.963,1.54E-28,0.02441,0.0608,0.303,818.0067,0,0
1,12053.9669,6.98E-26,0.0001239,0.1008,0.45,136.7617,0.8,-0.008265
4,12054.0477,1.31E-28,0.02069,0.0599,0.306,818.0136,0,0
4,12054.104,2.92E-28,0.01599,0.0739,0.375,573.9706,0,0
4,12054.6036,2.63E-29,0.001433,0.08,0.354,598.5631,0,0
1,12055.6099,6.26E-27,0.002708,0.0373,0.3,1394.8145,-0.02,-0.022415
1,12055.8269,7.03E-27,1.24E-05,0.0992,0.3,134.9016,0.79,-0.013066
1,12055.9679,1.01E-26,0.1856,0.0938,0.3,1743.4862,0.71,-0.014751
4,12056.1267,3.87E-29,0.001305,0.084,0.403,473.9177,0,0
1,12056.2167,2.22E-26,0.2157,0.0818,0.3,1907.6158,0.62,-0.018742
3,12056.2306,5.38E-27,0.05158,0.0948,0.466,211.4358,0.74,-0.014351
1,12056.3398,7.43E-27,0.2164,0.0797,0.3,1907.4514,0.63,-0.018385
1,12056.379,2.10E-26,0.0003541,0.0819,0.4,782.4099,0.63,-0.017829
1,12056.9532,5.27E-26,0.001348,0.0986,0.519,842.3567,0.76,-0.020999
1,12057.5895,2.83E-25,0.001764,0.0688,0.454,488.1077,0.55,-0.015624
4,12057.6147,3.58E-29,0.002078,0.063,0.289,634.4282,0,0
4,12057.6147,3.73E-29,0.0004055,0.0961,0.448,15.5082,0,0
1,12057.7375,9.73E-26,0.001067,0.0894,0.489,285.2193,0.65,-0.014786
1,12057.9968,9.58E-26,0.001792,0.069,0.567,488.1342,0.57,-0.015219
4,12058.1123,1.90E-27,0.04019,0.0741,0.338,404.4456,0,0
3,12058.1975,2.75E-28,0.005484,0.0997,0.35,205.4818,0.72,-0.012526
1,12058.4009,3.50E-27,5.98E-05,0.0878,0.4,503.9681,0.59,-0.022684
1,12058.4155,2.75E-26,0.1676,0.0925,0.346,1742.3055,0.7,-0.016042
4,12059.0802,1.88E-27,0.03967,0.0736,0.348,403.1615,0,0
1,12060.1081,1.13E-23,0.09116,0.1022,0.525,222.0527,0.7,-0.017617
1,12060.3863,9.07E-27,0.001089,0.0757,0.3,982.9118,0.56,-0.003443
1,12060.6062,1.00E-26,3.94E-05,0.0907,0.3,300.3623,0.67,-0.007669
1,12060.6747,1.59E-26,0.0004396,0.0923,0.3,602.7735,0.73,-0.01983
3,12060.8027,1.82E-27,0.05078,0.1023,0.466,205.4818,0.68,-0.01426
1,12060.8942,6.10E-27,0.003496,0.0685,0.3,1255.9117,0.27,-0.020948
4,12061.062,1.57E-28,0.002218,0.0892,0.44,265.2362,0,0
3,12061.5049,5.23E-27,0.03485,0.097,0.466,136.5376,0.75,-0.015473
4,12061.9012,1.69E-27,0.03695,0.0814,0.377,384.8756,0,0
1,12061.9409,1.85E-24,0.007501,0.0951,0.423,399.4575,0.62,-0.01502
1,12062.4095,3.47E-23,0.09462,0.0951,0.442,224.8384,0.65,-0.018242
1,12062.5006,2.19E-24,0.006705,0.0894,0.395,300.3623,0.64,-0.017165
4,12062.5307,1.06E-27,0.03471,0.0793,0.371,467.5146,0,0
4,12062.6344,2.51E-27,0.03541,0.0892,0.44,265.2362,0,0
4,12062.7854,5.70E-29,0.0005637,0.0935,0.467,116.4613,0,0
4,12062.7854,5.68E-29,0.0005434,0.0931,0.476,58.1269,0,0
1,12063.0335,7.84E-26,0.0001055,0.0969,0.45,79.4964,0.79,-0.012836
1,12063.2563,6.70E-27,0.1212,0.1024,0.3,1634.967,0.71,-0.009229
1,12063.4386,2.64E-25,0.0009665,0.0938,0.693,285.4186,0.75,-0.016617
4,12063.5289,1.39E-29,0.0002311,0.088,0.445,265.2362,0,0
2,12063.7152,1.70E-26,0.08625,0.0974,0.464,94.7886,0.7,-0.01161
1,12064.0658,4.79E-26,0.0003673,0.1035,0.45,142.2785,0.73,-0.019787
1,12064.1597,1.08E-26,0.002057,0.0724,0.3,1255.1669,0.37,-0.013245
1,12064.1927,4.85E-26,0.002902,0.0685,0.45,816.6943,0.32,-0.02306
3,12064.2217,8.20E-27,0.05467,0.0992,0.402,136.5376,0.73,-0.019581
1,12064.2859,9.00E-27,0.0002245,0.0632,0.3,885.6003,0.35,-0.00413
1,12064.3789,4.02E-26,0.00148,0.0864,0.45,661.5489,0.77,-0.027414
4,12064.7797,2.08E-27,0.03542,0.0874,0.441,303.9948,0,0
1,12064.8845,5.01E-27,4.28E-05,0.0918,0.3,326.6255,0.69,-0.010633
1,12064.9663,9.13E-26,0.001259,0.0812,0.4,383.8425,0.77,-0.017242
1,12065.541,5.27E-27,1.97E-05,0.0931,0.3,382.5169,0.65,-0.022608
4,12065.6026,1.25E-27,0.04042,0.0657,0.31,513.2072,0,0
4,12065.9887,3.25E-29,0.03314,0.053,0.266,1244.4373,0,0
4,12065.9887,3.08E-29,0.03141,0.053,0.248,1244.4399,0,0
4,12065.9887,1.10E-29,0.0006963,0.0733,0.321,573.9706,0,0
4,12066.1436,1.23E-27,0.03961,0.0658,0.3,512.5158,0,0
1,12066.1469,6.39E-27,0.04847,0.0948,0.3,1908.0164,0.72,-0.013157
1,12066.2169,2.11E-25,0.001457,0.0938,0.469,508.8121,0.78,-0.019782
3,12066.6227,3.40E-28,0.002244,0.1037,0.473,134.1453,0.73,-0.0148
1,12066.772,6.17E-27,3.85E-05,0.0883,0.3,488.1077,0.67,-0.025861
1,12066.8179,4.64E-27,0.0004644,0.0731,0.3,1122.7087,0.4,-0.017756
4,12067.1787,5.10E-30,0.0002421,0.0715,0.303,480.2589,0,0
4,12067.1787,5.10E-30,0.0002421,0.071,0.284,480.2427,0,0
1,12067.3348,6.62E-27,9.04E-05,0.0877,0.3,648.9788,0.57,-0.014745
3,12067.4512,4.10E-27,0.08412,0.0998,0.466,141.9024,0.75,-0.016539
4,12067.4543,1.00E-29,0.0002189,0.0861,0.42,384.8756,0,0
1,12067.4598,7.63E-26,0.0007991,0.1,0.5,275.497,0.72,-0.01206
1,12067.5196,1.05E-26,0.01752,0.0246,0.3,1806.6704,-0.39,-0.031928
1,12067.6862,1.04E-26,0.001892,0.053,0.3,1216.1947,0.16,-0.020243
1,12068.0624,5.01E-27,0.0003,0.0773,0.3,816.6943,0.61,-0.017892
4,12068.2656,3.62E-28,0.02983,0.0738,0.331,683.324,0,0
1,12068.8924,1.37E-26,0.0001025,0.0881,0.35,206.3014,0.7,-0.015722
1,12068.8956,5.04E-26,0.00114,0.0837,0.3,842.3567,0.8,-0.018681
4,12068.9901,1.13E-28,0.02937,0.0648,0.308,942.5324,0,0
1,12069.0156,6.01E-27,0.01354,0.0525,0.3,1789.043,0.31,-0.01341
4,12069.1532,9.51E-28,0.03145,0.0823,0.407,469.6636,0,0
4,12069.261,1.20E-28,0.03114,0.0629,0.321,942.5622,0,0
1,12069.4605,1.22E-26,0.001466,0.0744,0.3,982.9118,0.47,-0.019527
1,12069.5101,9.80E-26,0.000141,0.1032,0.4,23.7944,0.81,-0.005931
2,12069.5185,2.01E-26,0.09046,0.1052,0.464,69.9274,0.73,-0.016923
4,12069.6666,3.30E-28,0.0272,0.0723,0.385,683.6101,0,0
1,12069.7364,7.68E-27,0.003258,0.0286,0.3,1524.8481,-0.29,-0.026782
1,12071.0345,3.11E-23,0.09258,0.0968,0.402,173.3658,0.73,-0.013181
3,12071.3811,3.49E-28,0.007605,0.0971,0.48,275.1305,0.71,-0.012334
4,12071.5024,4.28E-29,0.0004789,0.095,0.469,182.9835,0,0
1,12071.6341,1.56E-26,9.81E-05,0.0963,0.4,222.0527,0.76,-0.012181
1,12071.904,6.97E-27,0.01649,0.0839,0.3,1616.4532,0.45,-0.027722
1,12071.9916,9.49E-27,0.1597,0.0177,0.3,2225.4692,0.49,-0.02144
4,12072.3642,7.82E-28,0.04121,0.058,0.25,634.791,0,0
1,12072.506,6.32E-26,0.0003944,0.0927,0.544,446.5107,0.77,-0.013805
4,12072.5862,1.24E-27,0.04,0.0772,0.343,490.4274,0,0
1,12072.6176,1.26E-26,0.05604,0.1001,0.4,1677.0614,0.74,-0.01169
4,12072.659,6.90E-28,0.03631,0.0581,0.262,634.4282,0,0
1,12072.7076,8.90E-27,0.002795,0.085,0.3,1131.7758,0.61,-0.029584
2,12072.967,5.55E-27,0.01408,0.0948,0.429,445.1585,0.73,-0.013559
4,12073.058,5.08E-28,0.009988,0.0856,0.42,362.5071,0,0
1,12073.1391,3.10E-26,0.00089,0.0749,0.3,610.1145,0.64,-0.020251
1,12073.4347,3.41E-27,0.07576,0.0422,0.3,2321.906,0.09,-0.027052
1,12073.7724,3.15E-27,0.0003239,0.0701,0.3,927.744,0.53,-0.018784
4,12073.8386,1.42E-27,0.02795,0.0856,0.42,362.5071,0,0
1,12073.9427,8.46E-27,0.000663,0.0772,0.3,816.6943,0.47,-0.012911
2,12073.9574,5.03E-26,0.07891,0.1049,0.464,78.9887,0.75,-0.014329
1,12074.5689,1.64E-23,0.05898,0.0948,0.441,212.1564,0.74,-0.014351
4,12074.7554,7.30E-29,0.0006603,0.0961,0.434,46.1731,0,0
1,12074.8563,6.92E-27,0.0009639,0.055,0.3,1216.1947,0.19,-0.015915
1,12075.0446,1.96E-26,0.0001599,0.0987,0.5,275.497,0.72,-0.01206
1,12075.8591,6.70E-25,0.00502,0.0997,0.35,206.3014,0.72,-0.012526
1,12075.9772,1.13E-26,0.0003577,0.0862,0.3,885.6003,0.73,-0.022257
4,12076.267,6.98E-28,0.03435,0.0775,0.34,576.9047,0,0
1,12076.5229,5.50E-26,0.001245,0.082,0.3,842.3567,0.71,-0.01273
1,12076.5471,7.80E-26,0.01455,0.0822,0.379,1050.1577,0.66,-0.014962
3,12076.6778,1.11E-28,0.1074,0.0407,0.384,1386.4189,0.08,-0.028441
1,12076.85,1.91E-26,0.0003232,0.0832,0.3,756.7249,0.59,-0.027145
1,12077.3478,6.90E-26,0.0001469,0.0947,0.49,173.3658,0.8,-0.007078
1,12077.6362,2.28E-26,0.000186,0.0942,0.4,275.497,0.83,-0.005254
1,12077.9246,1.00E-26,0.000466,0.0885,0.3,709.6082,0.69,-0.018271
1,12078.3099,5.62E-27,0.004135,0.0766,0.3,1581.3362,0.51,-0.021429
4,12078.4504,4.19E-28,0.0388,0.0509,0.25,769.1169,0,0
4,12078.5917,4.69E-28,0.04336,0.0507,0.24,768.93,0,0
1,12078.8168,9.41E-24,0.02348,0.097,0.479,136.7617,0.75,-0.015473
1,12079.0642,5.62E-24,0.05898,0.1023,0.465,206.3014,0.68,-0.01426
1,12079.1054,3.73E-25,0.003577,0.0737,0.4,610.3412,0.54,-0.014665
2,12079.2296,1.48E-26,0.01572,0.103,0.466,172.8829,0.76,-0.014132
3,12079.2891,3.24E-28,0.002226,0.0958,0.376,211.4358,0.76,-0.016613
1,12079.3398,1.80E-25,0.00092,0.0983,0.449,446.5107,0.78,-0.018838
3,12079.9105,2.81E-27,0.07666,0.0974,0.464,94.9705,0.7,-0.01161
4,12079.9851,7.15E-29,0.0008797,0.0909,0.433,109.2691,0,0
4,12080.3807,7.70E-29,0.0009466,0.089,0.433,108.9262,0,0
1,12080.4801,3.93E-25,0.0109,0.0897,0.58,602.7735,0.69,-0.016517
1,12080.691,1.86E-26,0.0001138,0.1004,0.3,95.1759,0.77,-0.01078
1,12080.8621,7.64E-27,0.0507,0.0404,0.4,2054.3455,0.45,-0.03359
1,12080.917,6.99E-26,0.002009,0.0711,0.35,610.1145,0.44,-0.016389
1,12081.7902,7.82E-26,0.003515,0.0619,0.3,1006.1161,0.23,-0.023721
4,12081.7923,1.53E-27,0.03671,0.0873,0.425,403.549,0,0
4,12082.1191,7.80E-28,0.04033,0.0724,0.286,609.9466,0,0
1,12082.2235,3.16E-23,0.07888,0.0992,0.402,136.7617,0.73,-0.019581
4,12082.5378,1.24E-27,0.03713,0.0821,0.367,473.9177,0,0
1,12082.6113,1.55E-25,0.0004882,0.1056,0.5,79.4964,0.75,-0.019796
4,12083.0694,2.44E-28,0.03319,0.0668,0.33,808.5632,0,0
1,12083.4571,3.85E-26,0.000149,0.1006,0.35,70.0908,0.79,-0.007113
1,12083.5493,5.44E-26,0.0002214,0.0937,0.636,399.4575,0.83,-0.007437
3,12083.7954,2.23E-28,0.01523,0.0882,0.465,840.8649,0.7,-0.016111
4,12083.8289,2.52E-28,0.04386,0.0432,0.24,916.124,0,0
1,12083.8766,3.23E-26,0.0001381,0.0944,0.3,142.2785,0.7,-0.016348
4,12083.9073,2.25E-28,0.03924,0.0429,0.22,916.0291,0,0
4,12084.0284,7.62E-29,0.03551,0.0648,0.309,1082.7852,0,0
1,12084.0835,1.11E-24,0.002747,0.1037,0.473,134.9016,0.73,-0.0148
1,12084.2307,7.29E-27,0.01135,0.0292,0.4,1774.7513,-0.3,-0.035489
4,12084.6074,1.50E-29,0.0004475,0.0821,0.367,473.9177,0,0
4,12084.7788,6.50E-29,0.0303,0.0651,0.335,1082.8866,0,0
3,12085.3293,5.10E-27,0.1235,0.1052,0.464,70.0047,0.73,-0.016923
1,12085.6027,1.22E-23,0.0939,0.0998,0.457,142.2785,0.75,-0.016539
1,12085.9812,4.92E-27,3.64E-05,0.0904,0.3,586.2436,0.77,-0.017392
1,12086.2609,8.87E-27,0.0003873,0.085,0.3,661.5489,0.76,-0.017036
1,12086.3429,2.24E-27,0.02898,0.0998,0.35,1739.4836,0.74,-0.013887
4,12086.6607,2.12E-28,0.02889,0.0739,0.366,809.3932,0,0
1,12087.2817,6.34E-27,0.001157,0.0824,0.3,1216.1947,0.59,-0.018454
1,12087.3348,3.40E-26,0.07634,0.0354,0.3,1810.5881,0.03,-0.018609
1,12087.3854,6.58E-27,3.84E-05,0.0944,0.3,206.3014,0.77,-0.010381
1,12087.6371,4.46E-26,0.0003829,0.0848,0.4,552.9114,0.64,-0.013694
4,12087.9988,6.49E-28,0.03276,0.0803,0.413,581.9621,0,0
1,12088.1839,2.93E-26,0.003089,0.0638,0.4,1201.9216,0.32,-0.014143
1,12088.2597,6.06E-26,0.001683,0.0851,0.4,602.7735,0.71,-0.012056
4,12088.3556,8.02E-29,0.0281,0.0353,0.22,1075.7147,0,0
4,12088.5698,1.33E-28,0.04657,0.0345,0.215,1075.7625,0,0
4,12088.9607,1.76E-28,0.01424,0.0821,0.355,701.6204,0,0
3,12088.9664,1.65E-28,0.004004,0.102,0.449,70.0047,0.71,-0.012059
4,12089.184,2.58E-28,0.02084,0.0741,0.327,701.6204,0,0
3,12089.5665,1.11E-27,0.01517,0.0948,0.429,445.7934,0.73,-0.013559
4,12089.7508,7.49E-28,0.03668,0.0774,0.31,598.5631,0,0
1,12089.7863,1.22E-24,0.009975,0.0971,0.48,275.497,0.71,-0.012334
3,12090.1088,9.08E-27,0.07673,0.1049,0.464,79.2273,0.75,-0.014329
4,12090.1152,4.20E-29,0.002057,0.0816,0.356,598.5631,0,0
4,12090.5797,4.35E-28,0.03897,0.0676,0.285,743.0974,0,0
1,12090.8072,1.14E-25,0.001134,0.0999,0.55,315.7795,0.78,-0.020611
1,12090.8432,5.68E-27,0.02634,0.0697,0.4,1998.9955,0.41,-0.022653
1,12090.9073,3.10E-27,0.0002749,0.0644,0.4,1122.7087,0.31,-0.022091
1,12091.1379,3.24E-27,7.80E-05,0.0911,0.4,602.7735,0.71,-0.018672
1,12091.6682,8.39E-27,3.65E-05,0.0906,0.4,447.2524,0.72,-0.014582
1,12092.2207,3.29E-26,0.002811,0.0685,0.4,1059.8356,0.3,-0.018385
1,12092.3952,8.72E-27,0.0003456,0.0805,0.4,931.2372,0.56,-0.014421
4,12092.665,5.15E-29,0.03889,0.0277,0.2,1247.9644,0,0
4,12092.665,7.60E-30,0.005731,0.031,0.161,1247.9644,0,0
4,12092.665,7.60E-30,0.005732,0.0305,0.162,1247.9883,0,0
4,12092.665,5.15E-29,0.03889,0.026,0.19,1247.9883,0,0
